PlateThickness,InitialTemperature,HeatInput,ElectrodeVelocity,X,Y,Z,Delta Time
0.003,180,1000,0.0035,0.025,0.02,0.0015,9.96
0.005,180,900,0.0035,0.025,0.02,0.0,15.84
0.005,200,1000,0.003,0.05,0.0,0.0025,0.0
0.005,200,1000,0.003,0.0,0.025,0.005,0.0
0.004,200,1000,0.0035,0.025,0.0,0.002,0.0
0.003,180,1200,0.003,0.025,0.02,0.003,16.98
0.003,180,1200,0.004,0.0,0.04,0.0015,0.0
0.005,240,900,0.003,0.0,0.025,0.0025,0.0
0.003,240,900,0.0035,0.025,0.02,0.0,11.04
0.005,240,900,0.0035,0.0,0.015,0.0,0.0
0.004,200,900,0.003,0.0,0.02,0.002,0.0
0.005,240,1200,0.004,0.025,0.04,0.0025,0.0
0.004,240,1000,0.003,0.025,0.0,0.002,0.0
0.005,200,900,0.003,0.025,0.025,0.005,12.22
0.004,240,1000,0.003,0.025,0.025,0.002,13.18
0.005,240,900,0.003,0.0,0.04,0.0025,0.0
0.004,240,1200,0.003,0.025,0.04,0.004,0.0
0.003,180,1000,0.0035,0.05,0.02,0.0,0.0
0.004,200,1000,0.003,0.05,0.025,0.002,14.5
0.003,200,900,0.003,0.0,0.0,0.0,0.0
0.003,200,1200,0.0035,0.05,0.02,0.003,10.62
0.004,200,900,0.003,0.05,0.015,0.0,20.18
0.003,240,1000,0.003,0.05,0.0,0.0,0.0
0.003,240,900,0.004,0.05,0.04,0.0,0.0
0.004,180,900,0.004,0.025,0.0,0.002,0.0
0.004,180,1000,0.0035,0.0,0.04,0.0,0.0
0.004,200,900,0.003,0.05,0.0,0.004,13.64
0.004,180,900,0.0035,0.05,0.015,0.002,0.0
0.003,180,900,0.004,0.0,0.025,0.003,0.0
0.003,240,900,0.0035,0.0,0.0,0.0,0.0
0.005,200,1000,0.003,0.0,0.04,0.0,0.0
0.004,180,1000,0.0035,0.0,0.02,0.002,28.14
0.005,240,1200,0.0035,0.05,0.04,0.0,0.0
0.004,180,1200,0.0035,0.05,0.015,0.002,0.0
0.004,240,900,0.0035,0.025,0.025,0.004,4.94
0.003,240,1200,0.003,0.025,0.0,0.0,0.0
0.005,200,900,0.003,0.025,0.025,0.0025,12.46
0.004,200,1200,0.0035,0.0,0.015,0.0,0.0
0.004,180,1000,0.004,0.025,0.025,0.0,4.02
0.005,200,1200,0.0035,0.025,0.04,0.0,0.0
0.003,200,1200,0.003,0.0,0.025,0.0015,0.0
0.005,180,1000,0.0035,0.025,0.04,0.005,0.0
0.003,180,1000,0.003,0.0,0.02,0.003,0.0
0.004,180,1000,0.004,0.0,0.04,0.004,10.4
0.004,240,1200,0.003,0.025,0.02,0.0,21.78
0.004,200,900,0.0035,0.05,0.025,0.004,7.2
0.003,240,1000,0.0035,0.0,0.015,0.003,11.96
0.003,180,1200,0.0035,0.05,0.02,0.0,0.0
0.004,200,900,0.004,0.0,0.025,0.0,0.0
0.005,240,900,0.0035,0.05,0.015,0.0,0.0
0.005,240,1200,0.003,0.0,0.02,0.0,14.68
0.005,200,1000,0.0035,0.0,0.04,0.0,0.0
0.005,180,1000,0.0035,0.025,0.015,0.005,11.38
0.005,240,1000,0.0035,0.05,0.0,0.0025,0.0
0.004,240,900,0.004,0.05,0.02,0.002,0.0
0.003,240,1200,0.004,0.05,0.02,0.0015,4.6
0.003,240,1000,0.004,0.05,0.015,0.003,0.0
0.004,180,1000,0.003,0.05,0.0,0.002,0.0
0.005,180,1200,0.003,0.025,0.04,0.005,0.0
0.004,240,1000,0.003,0.05,0.02,0.002,12.88
0.005,240,1000,0.003,0.0,0.04,0.0025,0.0
0.004,200,1200,0.0035,0.025,0.015,0.004,11.9
0.005,240,1200,0.004,0.025,0.04,0.005,0.0
0.005,180,1200,0.0035,0.0,0.015,0.005,0.0
0.005,240,1200,0.003,0.025,0.0,0.0,0.0
0.003,240,900,0.004,0.0,0.025,0.003,4.84
0.005,200,1200,0.004,0.05,0.025,0.0,0.0
0.003,200,1200,0.0035,0.05,0.04,0.003,0.0
0.004,200,900,0.0035,0.05,0.0,0.004,0.0
0.004,240,900,0.004,0.025,0.0,0.0,0.0
0.005,240,1000,0.003,0.0,0.015,0.0025,0.0
0.005,200,1200,0.004,0.0,0.04,0.0025,0.0
0.005,200,1200,0.0035,0.025,0.015,0.0025,12.52
0.005,180,1200,0.004,0.0,0.04,0.0025,0.0
0.004,200,1000,0.0035,0.05,0.015,0.004,9.76
0.003,180,900,0.003,0.0,0.015,0.0015,0.0
0.004,240,1200,0.0035,0.05,0.04,0.002,0.0
0.004,200,1200,0.003,0.025,0.015,0.004,17.18
0.003,200,1200,0.0035,0.025,0.025,0.0,8.7
0.004,200,900,0.0035,0.05,0.015,0.002,7.56
0.003,180,1200,0.004,0.025,0.04,0.0015,0.0
0.003,200,900,0.003,0.0,0.04,0.003,0.0
0.004,200,900,0.004,0.0,0.0,0.0,0.0
0.004,180,900,0.004,0.0,0.0,0.004,8.76
0.004,240,1000,0.0035,0.025,0.02,0.0,14.6
0.005,200,1200,0.0035,0.05,0.04,0.0,0.0
0.003,240,1000,0.003,0.0,0.015,0.0015,0.0
0.005,240,1000,0.0035,0.0,0.025,0.005,0.0
0.005,240,900,0.0035,0.0,0.04,0.0025,0.0
0.005,240,900,0.003,0.05,0.0,0.0025,0.0
0.005,240,1000,0.003,0.0,0.04,0.005,0.0
0.003,240,1200,0.004,0.05,0.025,0.003,0.0
0.004,180,900,0.0035,0.025,0.025,0.002,0.0
0.005,180,900,0.003,0.05,0.015,0.0025,0.0
0.004,240,900,0.004,0.025,0.025,0.0,0.0
0.003,200,1200,0.004,0.025,0.0,0.0,0.0
0.004,240,900,0.003,0.025,0.015,0.004,11.8
0.004,200,1200,0.003,0.0,0.025,0.004,7.0
0.005,240,1200,0.003,0.025,0.0,0.005,0.0
0.003,200,900,0.003,0.025,0.04,0.0015,0.0
0.005,240,1200,0.004,0.0,0.02,0.005,0.0
0.004,180,1200,0.0035,0.05,0.04,0.0,0.0
0.005,200,1200,0.004,0.025,0.02,0.0,13.74
0.005,200,1200,0.003,0.05,0.015,0.0025,2.74
0.005,180,900,0.0035,0.05,0.025,0.0,0.0
0.004,200,1200,0.0035,0.05,0.025,0.002,0.0
0.005,180,900,0.004,0.0,0.04,0.0025,0.0
0.003,200,1000,0.003,0.05,0.0,0.0015,0.0
0.003,200,1000,0.003,0.025,0.0,0.003,0.0
0.005,240,1000,0.004,0.05,0.015,0.0,0.0
0.004,240,1200,0.0035,0.05,0.015,0.002,0.0
0.005,180,900,0.0035,0.0,0.0,0.0,0.0
0.003,180,1000,0.004,0.05,0.04,0.0,0.0
0.004,200,1000,0.004,0.05,0.04,0.004,0.0
0.005,180,900,0.0035,0.025,0.025,0.0025,7.74
0.005,240,1200,0.0035,0.025,0.025,0.005,7.78
0.005,240,1200,0.0035,0.0,0.015,0.0,0.0
0.003,240,1000,0.003,0.0,0.04,0.0015,0.0
0.003,180,1200,0.0035,0.0,0.025,0.003,11.6
0.005,180,900,0.0035,0.025,0.015,0.005,8.0
0.005,200,900,0.0035,0.0,0.04,0.0,0.0
0.005,200,1000,0.004,0.05,0.015,0.0,0.0
0.005,180,1000,0.004,0.0,0.015,0.0025,0.0
0.005,200,1200,0.0035,0.05,0.025,0.0,0.0
0.005,240,900,0.003,0.0,0.0,0.0,0.0
0.003,200,1200,0.0035,0.0,0.025,0.0,16.14
0.004,200,1000,0.004,0.05,0.0,0.002,0.0
0.003,200,1000,0.004,0.05,0.025,0.003,0.0
0.003,200,1000,0.004,0.0,0.025,0.003,0.0
0.004,240,1200,0.0035,0.0,0.04,0.004,0.0
0.003,240,900,0.003,0.05,0.015,0.0,0.0
0.005,240,900,0.0035,0.0,0.02,0.0025,0.0
0.005,200,900,0.003,0.025,0.02,0.005,19.42
0.004,240,1000,0.0035,0.0,0.0,0.002,0.0
0.004,200,900,0.003,0.05,0.02,0.002,13.5
0.004,240,900,0.004,0.025,0.02,0.002,8.44
0.004,240,1000,0.003,0.025,0.02,0.0,19.9
0.003,200,900,0.0035,0.0,0.015,0.0,0.0
0.003,200,1000,0.003,0.025,0.0,0.0,0.0
0.003,200,900,0.0035,0.05,0.02,0.0,3.32
0.003,180,900,0.003,0.0,0.04,0.003,0.0
0.004,200,1200,0.004,0.025,0.025,0.002,7.72
0.004,180,1200,0.0035,0.0,0.02,0.004,24.64
0.005,180,900,0.004,0.05,0.015,0.0,0.0
0.005,240,1200,0.0035,0.0,0.025,0.005,0.0
0.004,240,1200,0.004,0.05,0.04,0.0,0.0
0.005,180,1000,0.004,0.025,0.025,0.005,2.32
0.003,200,1000,0.0035,0.025,0.015,0.0,0.0
0.004,240,1000,0.004,0.05,0.025,0.0,0.0
0.005,240,1200,0.004,0.025,0.02,0.0025,10.86
0.003,200,1000,0.004,0.05,0.02,0.003,0.0
0.004,240,1000,0.003,0.025,0.015,0.004,13.36
0.004,200,900,0.003,0.0,0.04,0.0,0.0
0.004,200,1000,0.0035,0.05,0.025,0.004,9.58
0.003,200,1200,0.004,0.05,0.015,0.0,0.0
0.004,180,1000,0.004,0.025,0.04,0.0,0.0
0.003,180,1000,0.003,0.025,0.015,0.0,0.0
0.005,180,1200,0.0035,0.0,0.0,0.0,0.0
0.003,200,1000,0.004,0.0,0.04,0.0015,0.0
0.003,200,1000,0.003,0.0,0.04,0.0,0.0
0.005,240,1000,0.003,0.0,0.025,0.005,0.0
0.003,240,1000,0.0035,0.05,0.025,0.0,0.0
0.005,200,1000,0.004,0.0,0.02,0.0,0.0
0.004,240,1000,0.003,0.0,0.04,0.004,0.0
0.004,240,1000,0.0035,0.025,0.015,0.002,7.62
0.003,180,900,0.004,0.0,0.015,0.0,0.0
0.004,200,1200,0.004,0.025,0.02,0.004,14.58
0.004,180,1000,0.003,0.0,0.02,0.002,15.72
0.003,240,1000,0.004,0.05,0.04,0.0015,0.0
0.004,240,1200,0.0035,0.0,0.04,0.0,0.0
0.004,200,1000,0.0035,0.0,0.025,0.0,0.0
0.004,240,1000,0.003,0.025,0.02,0.002,19.82
0.005,180,900,0.003,0.05,0.04,0.0025,0.0
0.003,200,1200,0.004,0.05,0.04,0.003,0.0
0.004,180,900,0.004,0.05,0.02,0.004,0.0
0.005,180,900,0.0035,0.025,0.0,0.0,0.0
0.005,240,1200,0.003,0.0,0.04,0.0,0.0
0.005,240,1200,0.0035,0.025,0.0,0.005,0.0
0.005,240,1000,0.0035,0.0,0.0,0.0025,0.0
0.004,200,1000,0.004,0.025,0.04,0.0,0.0
0.003,240,1200,0.004,0.025,0.0,0.0,0.0
0.004,180,900,0.0035,0.0,0.015,0.004,14.48
0.005,240,1000,0.003,0.025,0.0,0.0025,0.0
0.004,240,1200,0.003,0.025,0.025,0.002,15.26
0.003,240,900,0.0035,0.05,0.0,0.003,0.0
0.003,240,900,0.003,0.0,0.025,0.0015,6.88
0.004,180,900,0.004,0.025,0.02,0.0,0.0
0.005,240,1000,0.004,0.0,0.04,0.005,0.0
0.004,180,900,0.004,0.0,0.015,0.004,15.66
0.005,180,1200,0.004,0.0,0.015,0.005,0.0
0.005,180,1000,0.004,0.0,0.025,0.0025,0.0
0.004,180,1000,0.004,0.05,0.0,0.004,0.0
0.004,180,1200,0.004,0.05,0.0,0.004,0.0
0.004,200,1200,0.0035,0.025,0.0,0.004,0.0
0.004,240,1200,0.004,0.025,0.025,0.002,5.78
0.005,200,900,0.004,0.025,0.02,0.0,9.14
0.004,200,1000,0.003,0.05,0.025,0.0,14.54
0.004,200,900,0.003,0.0,0.025,0.002,0.0
0.003,240,1000,0.003,0.0,0.04,0.003,0.0
0.005,180,1000,0.0035,0.05,0.04,0.0025,0.0
0.003,200,1000,0.0035,0.025,0.025,0.0,0.0
0.003,200,1000,0.0035,0.0,0.015,0.0,0.0
0.005,180,1200,0.003,0.0,0.015,0.0,11.52
0.004,180,1200,0.0035,0.025,0.015,0.0,12.8
0.005,240,1200,0.004,0.025,0.015,0.0,3.04
0.003,200,900,0.003,0.025,0.015,0.003,12.32
0.003,200,900,0.004,0.025,0.02,0.0,9.2
0.005,240,1000,0.004,0.0,0.04,0.0,0.0
0.004,240,900,0.003,0.025,0.04,0.002,0.0
0.003,240,1000,0.003,0.0,0.015,0.003,0.0
0.004,180,1000,0.003,0.05,0.0,0.0,0.0
0.005,180,1200,0.0035,0.0,0.04,0.0025,0.0
0.003,200,900,0.004,0.0,0.02,0.003,0.0
0.004,200,1200,0.004,0.0,0.02,0.0,2.24
0.003,180,1200,0.004,0.05,0.0,0.0,0.0
0.003,180,1000,0.004,0.025,0.025,0.0,11.82
0.004,240,1200,0.004,0.05,0.02,0.0,2.74
0.003,180,900,0.003,0.0,0.0,0.003,0.0
0.005,180,1000,0.0035,0.0,0.02,0.0,1.42
0.003,180,1200,0.0035,0.025,0.015,0.0,0.0
0.005,240,1000,0.0035,0.0,0.02,0.0025,0.0
0.005,200,900,0.0035,0.025,0.04,0.005,0.0
0.004,200,1000,0.004,0.025,0.025,0.004,0.0
0.004,240,1000,0.004,0.05,0.025,0.002,0.0
0.003,200,1200,0.004,0.0,0.0,0.003,0.0
0.005,180,1000,0.004,0.0,0.02,0.0025,0.0
0.004,240,1200,0.004,0.0,0.0,0.0,0.0
0.003,200,900,0.0035,0.0,0.04,0.003,0.0
0.005,180,1200,0.004,0.0,0.04,0.005,0.0
0.005,180,1200,0.003,0.05,0.04,0.0025,0.0
0.003,240,900,0.004,0.05,0.02,0.0015,0.0
0.004,200,900,0.004,0.025,0.015,0.0,0.0
0.005,240,1200,0.0035,0.0,0.04,0.0,0.0
0.003,180,1200,0.0035,0.025,0.025,0.003,18.18
0.004,240,1200,0.004,0.05,0.025,0.002,0.0
0.004,180,900,0.0035,0.025,0.02,0.002,13.68
0.005,200,1000,0.0035,0.05,0.0,0.0025,0.0
0.005,200,900,0.003,0.025,0.015,0.005,12.62
0.003,240,1200,0.003,0.025,0.04,0.0,0.0
0.004,240,1200,0.004,0.05,0.025,0.0,0.0
0.005,240,900,0.0035,0.05,0.04,0.0025,0.0
0.004,200,900,0.003,0.025,0.025,0.004,0.0
0.005,240,1000,0.003,0.025,0.02,0.0025,18.34
0.003,240,1200,0.003,0.05,0.025,0.003,6.2
0.004,240,1000,0.003,0.05,0.02,0.0,13.24
0.004,240,1200,0.003,0.05,0.0,0.0,0.0
0.005,240,1000,0.0035,0.05,0.02,0.0,1.88
0.005,180,1000,0.004,0.025,0.04,0.0025,0.0
0.004,200,1000,0.003,0.025,0.025,0.002,0.0
0.005,200,900,0.004,0.05,0.025,0.0025,0.0
0.003,240,900,0.0035,0.0,0.02,0.0015,17.08
0.004,240,1000,0.003,0.025,0.025,0.004,13.06
0.005,200,900,0.0035,0.0,0.015,0.0025,0.0
0.005,200,900,0.0035,0.0,0.02,0.0,0.66
0.005,200,1200,0.0035,0.0,0.04,0.0,0.0
0.005,180,1000,0.0035,0.0,0.0,0.0025,0.0
0.004,200,1200,0.004,0.025,0.015,0.0,8.02
0.004,240,900,0.003,0.0,0.04,0.0,0.0
0.004,200,1200,0.004,0.025,0.02,0.0,14.76
0.003,240,1200,0.0035,0.05,0.015,0.003,0.0
0.004,180,1000,0.003,0.05,0.025,0.0,0.0
0.005,180,1000,0.004,0.0,0.04,0.0025,0.0
0.004,180,1000,0.0035,0.0,0.025,0.004,16.02
0.003,200,1000,0.0035,0.0,0.02,0.0,0.0
0.005,200,900,0.004,0.05,0.015,0.0,0.0
0.004,200,1000,0.004,0.025,0.015,0.0,0.0
0.003,180,1000,0.003,0.0,0.025,0.0,0.0
0.003,180,1200,0.003,0.0,0.025,0.003,19.28
0.003,240,1000,0.0035,0.025,0.015,0.0,0.0
0.005,240,1000,0.003,0.025,0.04,0.005,0.0
0.003,180,1000,0.0035,0.025,0.015,0.0,0.0
0.005,240,900,0.004,0.0,0.04,0.0,0.0
0.005,200,1000,0.0035,0.0,0.02,0.0,1.74
0.004,180,1200,0.0035,0.0,0.02,0.0,24.8
0.005,240,1000,0.004,0.0,0.0,0.0,0.0
0.005,200,1200,0.003,0.025,0.04,0.005,0.0
0.005,180,1000,0.004,0.025,0.025,0.0,3.78
0.004,200,1200,0.004,0.05,0.025,0.0,0.0
0.004,180,1200,0.004,0.0,0.025,0.002,13.4
0.005,240,900,0.004,0.025,0.04,0.005,0.0
0.003,200,900,0.004,0.0,0.04,0.0015,0.0
0.003,240,1000,0.0035,0.0,0.02,0.0015,18.14
0.004,240,900,0.004,0.025,0.0,0.004,0.0
0.003,240,900,0.0035,0.0,0.04,0.003,0.0
0.004,180,900,0.003,0.025,0.0,0.0,0.0
0.003,180,1200,0.0035,0.025,0.02,0.003,12.14
0.003,240,1200,0.0035,0.05,0.02,0.0015,10.16
0.004,240,900,0.004,0.0,0.015,0.0,0.0
0.004,180,900,0.004,0.05,0.02,0.0,0.0
0.005,180,1000,0.003,0.0,0.0,0.005,0.0
0.005,240,1000,0.0035,0.025,0.02,0.0,12.68
0.004,200,900,0.003,0.0,0.025,0.0,1.28
0.003,180,1000,0.003,0.025,0.04,0.0015,20.46
0.004,240,1000,0.0035,0.0,0.02,0.0,4.06
0.005,180,1200,0.0035,0.05,0.04,0.0,0.0
0.004,240,900,0.003,0.025,0.0,0.002,0.0
0.005,240,900,0.0035,0.0,0.015,0.0025,0.0
0.005,200,1000,0.003,0.0,0.025,0.0025,0.0
0.005,200,1200,0.003,0.025,0.0,0.0,0.0
0.005,200,900,0.0035,0.025,0.04,0.0,0.0
0.004,200,900,0.003,0.025,0.04,0.002,0.0
0.005,180,900,0.0035,0.0,0.0,0.0025,0.0
0.003,200,1000,0.003,0.0,0.0,0.0,0.0
0.004,200,1200,0.004,0.05,0.0,0.0,0.0
0.004,180,900,0.004,0.05,0.04,0.002,0.0
0.003,180,1000,0.0035,0.0,0.04,0.0,0.0
0.003,240,1000,0.0035,0.0,0.0,0.003,0.0
0.004,240,1000,0.004,0.0,0.04,0.002,0.0
0.003,180,900,0.004,0.05,0.015,0.003,0.0
0.003,200,900,0.003,0.025,0.015,0.0,12.38
0.004,240,1000,0.004,0.025,0.0,0.0,0.0
0.003,240,1200,0.003,0.0,0.0,0.0,0.0
0.005,180,900,0.0035,0.0,0.04,0.005,0.0
0.003,240,900,0.004,0.05,0.0,0.0015,0.0
0.005,200,1200,0.003,0.0,0.025,0.005,1.14
0.003,180,900,0.004,0.05,0.015,0.0015,0.0
0.004,200,900,0.0035,0.05,0.02,0.0,14.66
0.005,240,1000,0.004,0.025,0.04,0.0025,0.0
0.004,180,900,0.003,0.0,0.04,0.0,0.0
0.005,180,1200,0.0035,0.0,0.015,0.0025,0.0
0.004,240,1200,0.004,0.0,0.04,0.0,0.0
0.005,180,1000,0.0035,0.0,0.04,0.0,0.0
0.003,180,900,0.003,0.025,0.015,0.0,13.22
0.005,240,1200,0.004,0.0,0.0,0.0025,0.0
0.003,240,1200,0.003,0.05,0.015,0.003,6.64
0.003,240,900,0.0035,0.05,0.04,0.0,0.0
0.005,180,1200,0.0035,0.05,0.025,0.0,0.0
0.003,240,1200,0.0035,0.05,0.04,0.003,0.0
0.005,200,1000,0.003,0.025,0.025,0.005,14.72
0.003,200,1200,0.0035,0.05,0.015,0.0,0.0
0.004,240,1000,0.004,0.05,0.0,0.0,0.0
0.003,200,900,0.0035,0.0,0.015,0.0015,0.0
0.005,180,900,0.003,0.0,0.04,0.005,0.0
0.004,180,1200,0.004,0.05,0.025,0.002,8.86
0.004,200,1000,0.003,0.05,0.025,0.004,14.34
0.004,180,900,0.0035,0.0,0.025,0.004,14.24
0.003,240,900,0.004,0.0,0.02,0.0,12.16
0.005,240,1000,0.003,0.05,0.02,0.0,9.3
0.003,240,1000,0.004,0.05,0.025,0.0015,0.0
0.004,240,900,0.004,0.025,0.04,0.002,0.0
0.005,180,900,0.003,0.05,0.025,0.0025,0.0
0.004,240,1200,0.004,0.025,0.015,0.0,6.16
0.004,200,1200,0.004,0.0,0.02,0.002,1.1
0.004,180,1000,0.003,0.05,0.015,0.004,0.0
0.005,180,1200,0.0035,0.025,0.02,0.0025,22.54
0.005,180,1200,0.003,0.05,0.02,0.0025,22.98
0.003,240,900,0.004,0.05,0.015,0.0015,0.0
0.005,200,900,0.0035,0.025,0.0,0.0025,0.0
0.003,240,1000,0.0035,0.05,0.02,0.003,5.96
0.005,180,1000,0.0035,0.0,0.015,0.0,0.0
0.005,240,1000,0.003,0.05,0.04,0.0,0.0
0.005,240,900,0.0035,0.025,0.015,0.0025,0.0
0.003,200,1200,0.004,0.0,0.025,0.003,10.68
0.004,240,900,0.004,0.05,0.0,0.0,0.0
0.005,200,1200,0.0035,0.05,0.015,0.0025,0.0
0.004,200,900,0.0035,0.025,0.0,0.0,0.0
0.003,200,1200,0.0035,0.05,0.0,0.0,0.0
0.005,200,1000,0.0035,0.025,0.04,0.005,0.0
0.004,240,1000,0.004,0.0,0.04,0.004,0.0
0.004,200,1200,0.003,0.0,0.0,0.0,0.0
0.004,200,1200,0.004,0.0,0.04,0.002,0.0
0.004,180,1200,0.004,0.05,0.04,0.0,0.0
0.003,200,900,0.003,0.05,0.025,0.0,0.0
0.005,200,900,0.0035,0.0,0.015,0.005,0.0
0.005,240,900,0.003,0.0,0.015,0.005,0.0
0.003,240,1200,0.003,0.05,0.015,0.0015,6.64
0.003,200,1000,0.004,0.05,0.015,0.0015,0.68
0.004,180,1000,0.004,0.025,0.02,0.0,0.0
0.004,180,1200,0.003,0.0,0.02,0.002,17.08
0.004,180,1000,0.004,0.025,0.025,0.002,1.74
0.003,180,900,0.004,0.0,0.04,0.0015,0.0
0.005,200,1000,0.004,0.0,0.04,0.0,0.0
0.003,180,1000,0.003,0.025,0.0,0.003,0.0
0.005,240,1200,0.004,0.05,0.015,0.0025,0.0
0.004,240,1000,0.0035,0.025,0.025,0.0,7.52
0.004,180,1200,0.0035,0.05,0.025,0.002,0.0
0.005,240,1200,0.0035,0.025,0.02,0.005,15.32
0.004,240,900,0.003,0.025,0.0,0.0,0.0
0.005,180,1000,0.0035,0.05,0.015,0.0025,0.0
0.005,180,1200,0.004,0.025,0.02,0.0,16.76
0.004,240,1200,0.0035,0.0,0.015,0.002,0.0
0.004,180,900,0.0035,0.0,0.025,0.002,14.42
0.003,180,1000,0.004,0.0,0.025,0.003,0.0
0.005,240,1200,0.004,0.05,0.025,0.0,0.0
0.003,180,900,0.0035,0.025,0.025,0.003,14.54
0.004,180,1200,0.004,0.0,0.0,0.002,0.0
0.003,180,1000,0.004,0.05,0.0,0.0,0.0
0.004,200,900,0.003,0.05,0.02,0.004,13.36
0.005,240,1200,0.004,0.0,0.015,0.005,0.0
0.003,200,1000,0.004,0.025,0.015,0.003,0.0
0.004,180,900,0.0035,0.05,0.0,0.002,0.0
0.005,240,1000,0.0035,0.0,0.02,0.005,0.0
0.005,200,1200,0.0035,0.025,0.0,0.0,0.0
0.004,240,900,0.0035,0.0,0.0,0.0,0.0
0.004,180,1200,0.003,0.0,0.02,0.004,12.88
0.003,240,1000,0.003,0.0,0.0,0.0015,0.0
0.005,240,900,0.004,0.0,0.0,0.0,0.0
0.005,240,1000,0.003,0.025,0.0,0.005,0.0
0.004,200,1000,0.0035,0.05,0.02,0.002,21.18
0.003,200,1200,0.003,0.05,0.0,0.0,0.0
0.003,200,900,0.004,0.05,0.015,0.0,0.0
0.005,180,1000,0.003,0.025,0.04,0.0,0.0
0.005,200,900,0.0035,0.0,0.0,0.005,0.0
0.005,180,900,0.004,0.0,0.015,0.0,0.0
0.003,180,900,0.004,0.025,0.025,0.0015,0.0
0.005,180,900,0.0035,0.025,0.0,0.005,0.0
0.005,240,1200,0.0035,0.025,0.0,0.0025,0.0
0.003,200,1200,0.0035,0.025,0.015,0.0,8.9
0.003,200,1200,0.0035,0.05,0.0,0.0015,0.0
0.003,200,1000,0.003,0.0,0.02,0.0015,0.0
0.004,240,1200,0.0035,0.025,0.0,0.0,0.0
0.003,240,1000,0.003,0.05,0.025,0.003,0.0
0.005,200,900,0.004,0.025,0.025,0.0025,0.0
0.004,180,1200,0.003,0.05,0.015,0.002,12.78
0.004,180,1200,0.003,0.025,0.025,0.0,0.0
0.003,180,900,0.003,0.025,0.0,0.0,0.0
0.005,180,1200,0.0035,0.025,0.025,0.0025,15.8
0.005,200,1200,0.0035,0.025,0.025,0.0,12.36
0.005,180,1000,0.0035,0.025,0.02,0.005,18.22
0.003,240,900,0.003,0.025,0.02,0.0,4.06
0.004,240,1200,0.0035,0.025,0.0,0.002,0.0
0.005,240,1000,0.003,0.025,0.025,0.0,11.42
0.004,240,1000,0.0035,0.0,0.02,0.002,3.6
0.003,200,1200,0.004,0.05,0.0,0.0,0.0
0.004,240,1000,0.003,0.025,0.02,0.004,19.72
0.005,200,900,0.0035,0.025,0.02,0.005,13.22
0.004,240,900,0.0035,0.05,0.0,0.0,0.0
0.004,200,1200,0.004,0.05,0.025,0.002,0.0
0.004,200,900,0.004,0.0,0.0,0.002,0.0
0.005,180,1000,0.003,0.025,0.015,0.0,20.02
0.004,180,900,0.0035,0.0,0.015,0.002,14.64
0.005,200,900,0.004,0.025,0.02,0.005,8.7
0.004,200,1200,0.004,0.0,0.04,0.0,0.0
0.005,200,1000,0.0035,0.025,0.0,0.0025,0.0
0.005,200,900,0.0035,0.025,0.0,0.0,0.0
0.003,240,900,0.003,0.025,0.0,0.0,0.0
0.004,240,1200,0.004,0.025,0.015,0.004,5.86
0.004,180,1000,0.003,0.025,0.0,0.002,0.0
0.005,240,900,0.0035,0.025,0.0,0.0,0.0
0.005,240,1000,0.0035,0.0,0.015,0.0025,0.0
0.004,240,1000,0.003,0.025,0.015,0.002,13.5
0.003,180,1200,0.004,0.025,0.025,0.003,7.7
0.003,240,900,0.004,0.025,0.025,0.0,0.0
0.005,240,1200,0.004,0.05,0.025,0.0025,0.0
0.003,240,1200,0.0035,0.025,0.02,0.0,16.72
0.005,240,1000,0.0035,0.05,0.025,0.0025,0.0
0.003,180,900,0.004,0.0,0.02,0.003,0.0
0.005,200,1000,0.003,0.05,0.02,0.0,12.14
0.004,240,1200,0.0035,0.025,0.02,0.004,17.32
0.005,200,1200,0.003,0.0,0.015,0.0025,3.28
0.004,180,1000,0.003,0.025,0.02,0.0,0.0
0.004,240,900,0.004,0.025,0.015,0.004,0.0
0.005,240,1200,0.003,0.025,0.015,0.005,14.18
0.005,180,900,0.004,0.025,0.015,0.0,0.0
0.005,180,1000,0.0035,0.025,0.025,0.0,11.38
0.005,240,1200,0.004,0.025,0.025,0.0025,0.0
0.004,200,900,0.004,0.05,0.015,0.004,0.0
0.005,180,1000,0.003,0.05,0.025,0.0025,0.0
0.004,180,1000,0.0035,0.0,0.02,0.004,22.4
0.005,180,1200,0.003,0.0,0.025,0.0025,11.24
0.004,200,1200,0.0035,0.025,0.04,0.002,0.0
0.003,180,1000,0.0035,0.0,0.02,0.003,0.0
0.004,200,1200,0.003,0.05,0.02,0.0,19.5
0.004,200,1000,0.0035,0.025,0.0,0.0,0.0
0.004,200,1200,0.0035,0.0,0.02,0.004,9.74
0.003,180,1200,0.004,0.025,0.04,0.003,0.0
0.005,200,1200,0.0035,0.05,0.04,0.0025,0.0
0.005,180,1200,0.003,0.0,0.04,0.0025,0.0
0.004,240,1000,0.003,0.0,0.04,0.002,0.0
0.003,200,1200,0.003,0.0,0.02,0.0,2.72
0.003,200,1200,0.003,0.0,0.02,0.0015,2.66
0.004,200,1200,0.004,0.0,0.025,0.004,0.0
0.004,180,1200,0.003,0.0,0.015,0.002,5.62
0.003,180,1200,0.004,0.025,0.0,0.0015,0.0
0.003,200,900,0.0035,0.0,0.0,0.0015,0.0
0.005,240,1000,0.004,0.025,0.0,0.0025,0.0
0.003,200,1000,0.004,0.025,0.025,0.0015,0.0
