PlateThickness,InitialTemperature,HeatInput,ElectrodeVelocity,X,Y,Z,Max Temperature
0.004,200,1000,0.0035,0.05,0.0,0.002,574.85492
0.004,180,1200,0.004,0.0,0.0,0.002,595.943785
0.005,200,1200,0.0035,0.025,0.025,0.0,842.816795
0.005,240,900,0.0035,0.05,0.0,0.0025,528.879697
0.003,180,1200,0.0035,0.05,0.04,0.0,683.639331
0.004,200,1000,0.004,0.05,0.015,0.0,747.777601
0.003,180,900,0.0035,0.0,0.015,0.0,538.996414
0.005,180,900,0.003,0.0,0.0,0.0025,609.146606
0.004,240,1000,0.004,0.0,0.02,0.0,742.106217
0.005,180,1200,0.003,0.025,0.0,0.005,650.033299
0.005,200,1200,0.003,0.0,0.025,0.0025,724.045226
0.005,180,900,0.004,0.0,0.025,0.0025,587.14811
0.004,200,1000,0.004,0.0,0.015,0.0,646.200019
0.005,240,900,0.003,0.025,0.015,0.0025,799.182125
0.003,200,900,0.004,0.025,0.04,0.0,510.136835
0.003,240,1200,0.004,0.025,0.015,0.0,670.807376
0.004,200,900,0.0035,0.0,0.02,0.0,685.914601
0.004,180,900,0.0035,0.05,0.0,0.0,566.413199
0.005,180,1000,0.004,0.0,0.04,0.0,553.245608
0.003,200,900,0.003,0.025,0.02,0.003,1500.0
0.004,240,1000,0.0035,0.0,0.015,0.0,622.213626
0.004,180,1200,0.0035,0.0,0.0,0.0,619.606104
0.003,240,900,0.0035,0.0,0.02,0.0,1500.0
0.005,240,900,0.003,0.0,0.0,0.0025,566.817391
0.003,240,1000,0.0035,0.0,0.02,0.0,1500.0
0.005,240,1200,0.004,0.05,0.02,0.0025,646.293145
0.003,240,900,0.0035,0.05,0.025,0.0,595.091642
0.005,200,1200,0.004,0.05,0.0,0.0,551.794976
0.004,180,1200,0.004,0.0,0.02,0.004,1430.76003
0.004,180,1200,0.004,0.025,0.015,0.004,634.054257
0.004,200,1000,0.004,0.05,0.04,0.0,546.623726
0.004,200,1000,0.003,0.05,0.025,0.0,906.312537
0.004,240,1000,0.0035,0.05,0.04,0.0,545.150286
0.005,240,1200,0.0035,0.05,0.02,0.0,942.521681
0.005,240,1000,0.003,0.05,0.025,0.0025,659.954122
0.005,200,900,0.003,0.05,0.0,0.0025,584.684315
0.004,240,900,0.004,0.0,0.04,0.002,499.418384
0.004,240,1200,0.003,0.0,0.02,0.004,1114.474617
0.004,200,1200,0.0035,0.0,0.015,0.004,671.270669
0.004,180,1200,0.004,0.025,0.0,0.0,560.485879
0.003,200,1000,0.003,0.025,0.025,0.0,1500.0
0.004,180,1200,0.004,0.025,0.04,0.0,561.136605
0.004,180,1200,0.0035,0.05,0.0,0.0,591.588461
0.004,200,1200,0.004,0.025,0.015,0.0,803.780077
0.003,180,900,0.0035,0.0,0.04,0.0,620.531702
0.005,240,1200,0.0035,0.0,0.025,0.0025,632.62495
0.003,200,1000,0.004,0.025,0.04,0.0015,507.272843
0.004,200,1200,0.003,0.05,0.0,0.002,607.031403
0.004,200,1200,0.0035,0.0,0.0,0.002,574.213831
0.004,240,1200,0.003,0.025,0.0,0.002,597.690088
0.005,200,1000,0.004,0.05,0.0,0.0025,541.783972
0.003,180,900,0.003,0.025,0.0,0.0015,579.646389
0.003,200,900,0.0035,0.025,0.04,0.0015,540.445966
0.003,240,900,0.003,0.0,0.0,0.0015,543.13917
0.005,180,1000,0.003,0.025,0.025,0.005,877.025961
0.003,200,1200,0.0035,0.0,0.0,0.0,596.885163
0.003,200,900,0.004,0.0,0.025,0.0015,549.434756
0.005,180,1000,0.0035,0.0,0.025,0.005,647.024169
0.005,180,1200,0.0035,0.05,0.0,0.0025,608.69134
0.003,240,1200,0.004,0.0,0.025,0.003,854.624875
0.005,240,1000,0.0035,0.05,0.04,0.0025,541.951593
0.005,200,1200,0.0035,0.025,0.02,0.0,1500.0
0.004,200,900,0.004,0.05,0.0,0.004,538.006968
0.004,180,1200,0.0035,0.05,0.0,0.004,591.588461
0.003,240,900,0.0035,0.05,0.015,0.0,601.656638
0.003,200,1000,0.004,0.05,0.04,0.0015,523.027068
0.005,240,1000,0.003,0.05,0.0,0.0,578.78545
0.004,180,1200,0.003,0.025,0.025,0.0,611.099685
0.004,240,1000,0.0035,0.0,0.0,0.004,544.256148
0.003,240,1200,0.0035,0.05,0.04,0.003,544.295863
0.004,200,1000,0.0035,0.05,0.02,0.004,1311.707939
0.003,200,1200,0.0035,0.0,0.0,0.0015,596.885163
0.005,200,1200,0.003,0.025,0.02,0.0025,1410.14642
0.005,240,1200,0.0035,0.0,0.015,0.0,641.611274
0.004,240,900,0.004,0.05,0.04,0.0,499.418384
0.003,180,900,0.0035,0.025,0.02,0.003,809.233631
0.003,200,1200,0.0035,0.05,0.015,0.003,673.163923
0.005,200,1000,0.004,0.05,0.04,0.0025,542.407737
0.003,180,1000,0.003,0.0,0.02,0.0,576.376353
0.003,240,900,0.0035,0.05,0.0,0.003,507.359516
0.004,240,900,0.0035,0.025,0.025,0.004,755.723862
0.004,240,1000,0.004,0.0,0.0,0.004,510.439461
0.005,180,1000,0.0035,0.0,0.02,0.0025,686.223842
0.003,180,1000,0.004,0.025,0.025,0.0,1360.847109
0.005,240,900,0.003,0.0,0.015,0.005,647.475636
0.004,180,900,0.003,0.05,0.025,0.004,694.521894
0.003,200,1000,0.0035,0.025,0.04,0.0,832.517014
0.005,180,1200,0.0035,0.0,0.02,0.005,726.404066
0.004,240,1200,0.004,0.05,0.015,0.0,602.643087
0.004,180,1000,0.003,0.0,0.025,0.004,734.011274
0.005,200,1000,0.0035,0.0,0.04,0.0,560.103674
0.004,240,1200,0.0035,0.025,0.025,0.0,853.766772
0.005,200,1200,0.0035,0.05,0.04,0.0025,587.114118
0.004,200,1000,0.003,0.05,0.025,0.004,898.691615
0.005,200,1200,0.003,0.05,0.025,0.0,724.185723
0.004,240,1000,0.004,0.0,0.0,0.0,510.439461
0.004,200,1000,0.004,0.0,0.02,0.002,740.031445
0.003,240,1200,0.003,0.025,0.025,0.0,557.679574
0.003,200,900,0.0035,0.025,0.015,0.0015,789.020997
0.003,240,900,0.003,0.0,0.04,0.0015,541.975087
0.003,240,1200,0.004,0.0,0.02,0.003,1500.0
0.003,180,1000,0.0035,0.025,0.025,0.003,1477.862824
0.005,240,900,0.003,0.05,0.015,0.0,648.072152
0.003,180,1000,0.0035,0.025,0.04,0.0015,836.902511
0.005,240,900,0.003,0.025,0.025,0.005,791.67071
0.004,240,900,0.0035,0.025,0.025,0.002,757.358185
0.004,240,1000,0.003,0.05,0.02,0.002,958.432831
0.003,240,900,0.003,0.0,0.02,0.0015,1446.600346
0.005,180,900,0.003,0.025,0.04,0.005,626.084993
0.003,180,1000,0.004,0.0,0.0,0.0,544.723138
0.003,240,900,0.003,0.05,0.025,0.0015,669.602006
0.003,200,1000,0.0035,0.0,0.0,0.0,1124.421499
0.005,240,1200,0.0035,0.025,0.04,0.0,571.929953
0.003,180,1000,0.0035,0.025,0.04,0.003,836.902511
0.005,200,900,0.004,0.025,0.025,0.0025,691.477289
0.005,240,1000,0.0035,0.025,0.04,0.0,554.164179
0.005,240,1200,0.004,0.0,0.025,0.0025,575.438557
0.005,180,1200,0.0035,0.0,0.015,0.0025,679.970786
0.005,200,900,0.003,0.025,0.02,0.0025,1263.391694
0.003,240,900,0.003,0.0,0.02,0.003,1446.600346
0.003,180,1000,0.0035,0.0,0.02,0.0,645.902769
0.005,180,900,0.004,0.0,0.02,0.0,654.34525
0.005,200,900,0.003,0.05,0.025,0.0,662.087942
0.004,180,900,0.003,0.025,0.025,0.0,603.185969
0.003,180,900,0.0035,0.0,0.025,0.003,778.460991
0.004,240,900,0.003,0.025,0.025,0.004,853.587284
0.005,180,900,0.004,0.05,0.025,0.0025,586.756568
0.003,200,1000,0.003,0.025,0.04,0.0,907.929062
0.003,180,900,0.0035,0.05,0.04,0.0,793.039365
0.003,240,900,0.004,0.05,0.0,0.003,471.142303
0.004,240,1000,0.003,0.025,0.04,0.002,586.610627
0.003,200,1000,0.004,0.025,0.0,0.003,730.218683
0.005,200,900,0.003,0.0,0.0,0.0025,585.072358
0.004,200,900,0.0035,0.05,0.0,0.0,563.975099
0.005,180,1200,0.004,0.05,0.0,0.0025,579.511042
0.004,180,900,0.003,0.05,0.015,0.002,696.031045
0.005,240,1000,0.0035,0.025,0.025,0.0,753.776295
0.004,180,1000,0.004,0.05,0.0,0.004,550.062095
0.003,200,1000,0.0035,0.0,0.02,0.0,568.835797
0.003,200,1200,0.0035,0.05,0.015,0.0,673.163966
0.005,240,900,0.003,0.0,0.025,0.0025,639.001187
0.004,180,1000,0.0035,0.025,0.025,0.002,713.975922
0.003,240,1200,0.003,0.025,0.015,0.0,563.83543
0.004,200,1200,0.0035,0.025,0.02,0.0,1500.0
0.005,180,1000,0.0035,0.05,0.0,0.0025,586.788134
0.005,240,1000,0.0035,0.025,0.0,0.0025,555.460902
0.005,240,900,0.003,0.025,0.02,0.0,1500.0
0.004,200,1200,0.004,0.0,0.025,0.004,622.833467
0.005,180,1200,0.004,0.05,0.025,0.0025,629.683943
0.004,200,900,0.004,0.025,0.02,0.0,691.177224
0.005,240,1200,0.0035,0.05,0.02,0.0025,741.710106
0.003,200,1200,0.0035,0.025,0.0,0.0,592.30538
0.004,180,900,0.0035,0.05,0.015,0.002,642.922376
0.003,200,1200,0.0035,0.05,0.04,0.003,552.285368
0.005,180,900,0.004,0.025,0.0,0.0025,573.936456
0.005,240,1200,0.004,0.0,0.02,0.0,830.586126
0.004,200,1000,0.003,0.0,0.04,0.002,526.646343
0.003,200,1000,0.003,0.05,0.015,0.0,568.171619
0.004,240,900,0.003,0.0,0.04,0.002,571.397166
0.005,200,1200,0.0035,0.025,0.0,0.005,604.73726
0.003,200,1200,0.004,0.05,0.025,0.003,612.339131
0.004,180,900,0.003,0.05,0.015,0.004,695.52198
0.005,200,1200,0.004,0.025,0.0,0.0025,576.133001
0.005,200,900,0.003,0.05,0.0,0.0,585.072358
0.005,200,900,0.003,0.025,0.02,0.0,1500.0
0.005,200,900,0.004,0.0,0.0,0.0025,535.830561
0.004,180,900,0.004,0.05,0.02,0.004,597.975632
0.005,200,900,0.003,0.0,0.015,0.005,666.375584
0.003,180,1000,0.003,0.05,0.015,0.0015,586.346572
0.005,240,1000,0.004,0.0,0.025,0.005,543.135586
0.004,180,1000,0.0035,0.0,0.025,0.0,921.527203
0.004,180,1000,0.004,0.05,0.025,0.002,611.099673
0.005,180,1000,0.003,0.05,0.02,0.0025,772.447284
0.004,180,1200,0.0035,0.05,0.04,0.002,592.621143
0.004,200,1200,0.003,0.025,0.0,0.002,609.393709
0.004,240,900,0.003,0.0,0.015,0.0,666.885906
0.004,240,1200,0.0035,0.0,0.025,0.0,659.858118
0.003,200,1200,0.003,0.0,0.015,0.003,1267.251236
0.004,240,900,0.003,0.025,0.02,0.0,1500.0
0.004,200,1000,0.003,0.0,0.0,0.002,526.063836
0.005,180,1000,0.0035,0.0,0.015,0.0025,649.748301
0.005,180,1200,0.0035,0.0,0.04,0.0025,609.904208
0.003,180,1200,0.003,0.025,0.04,0.003,964.563529
0.004,240,900,0.003,0.05,0.015,0.0,667.340632
0.004,240,900,0.003,0.0,0.02,0.004,877.604291
0.005,240,1200,0.003,0.025,0.0,0.0025,602.624536
0.005,240,900,0.003,0.05,0.0,0.0025,566.457129
0.004,200,900,0.0035,0.05,0.04,0.0,562.514582
0.005,200,1200,0.003,0.025,0.02,0.0,1500.0
0.004,200,900,0.003,0.0,0.02,0.002,634.054257
0.005,180,900,0.0035,0.0,0.04,0.0,571.497733
0.004,180,1000,0.004,0.05,0.04,0.004,550.683225
0.005,200,900,0.0035,0.0,0.015,0.0025,615.752703
0.005,180,900,0.003,0.025,0.0,0.005,626.768417
0.004,240,1200,0.0035,0.05,0.025,0.002,659.856141
0.004,200,1200,0.004,0.0,0.015,0.0,623.922255
0.004,180,1000,0.0035,0.0,0.015,0.004,912.487612
0.003,200,900,0.0035,0.05,0.02,0.0,814.267041
0.003,240,1200,0.0035,0.025,0.0,0.0,574.788144
0.004,180,900,0.0035,0.025,0.02,0.0,896.671741
0.005,200,900,0.004,0.0,0.015,0.0,575.53333
0.003,200,1200,0.0035,0.05,0.0,0.003,551.649341
0.005,180,1200,0.003,0.05,0.015,0.0025,742.872754
0.003,180,1200,0.003,0.025,0.015,0.0,601.676468
0.003,200,900,0.004,0.0,0.0,0.0,494.828438
0.004,200,1000,0.0035,0.0,0.0,0.0,588.737836
0.005,200,1200,0.003,0.0,0.0,0.0,622.108313
0.003,180,1000,0.003,0.025,0.02,0.0,587.636054
0.004,200,900,0.004,0.025,0.025,0.002,574.02903
0.004,240,900,0.0035,0.025,0.0,0.002,544.329107
0.004,240,900,0.0035,0.025,0.04,0.002,543.117188
0.004,240,1200,0.003,0.05,0.02,0.002,1114.474617
0.005,240,1200,0.0035,0.025,0.025,0.005,786.564714
0.005,200,900,0.003,0.05,0.04,0.0025,585.404506
0.003,180,1200,0.004,0.0,0.04,0.003,617.903327
0.005,180,900,0.003,0.025,0.0,0.0025,627.22951
0.004,240,900,0.0035,0.0,0.025,0.002,597.461712
0.005,240,900,0.004,0.025,0.015,0.005,665.491786
0.004,180,1000,0.003,0.025,0.025,0.002,597.975632
0.003,240,1000,0.003,0.0,0.015,0.0,687.284603
0.005,180,900,0.003,0.0,0.04,0.0025,609.926935
0.003,180,1200,0.0035,0.0,0.015,0.003,563.87293
0.004,180,1000,0.0035,0.0,0.02,0.0,1500.0
0.004,180,1200,0.003,0.0,0.025,0.002,760.975914
0.005,240,1200,0.003,0.0,0.025,0.0025,694.834419
0.003,200,900,0.004,0.0,0.015,0.0015,558.966536
0.004,240,1200,0.0035,0.0,0.02,0.0,1039.273824
0.005,240,1000,0.004,0.05,0.0,0.0025,509.956903
0.005,200,900,0.004,0.025,0.04,0.0025,555.678365
0.003,240,900,0.003,0.05,0.0,0.0,548.93777
0.005,240,1000,0.003,0.05,0.025,0.0,660.524762
0.003,180,900,0.0035,0.05,0.025,0.0,631.459912
0.005,200,1200,0.004,0.05,0.015,0.0025,605.470333
0.005,180,1200,0.003,0.025,0.015,0.0025,936.133174
0.005,180,900,0.004,0.025,0.02,0.0,1237.951627
0.005,240,900,0.0035,0.025,0.04,0.0025,542.81545
0.005,200,900,0.0035,0.025,0.04,0.005,576.3481
0.005,200,1000,0.004,0.0,0.02,0.005,603.758215
0.005,200,1000,0.0035,0.05,0.015,0.0025,623.792615
0.004,200,900,0.0035,0.025,0.015,0.002,625.543349
0.005,200,1200,0.0035,0.05,0.015,0.0025,659.415454
0.003,180,900,0.004,0.0,0.04,0.0,710.373147
0.005,200,1000,0.003,0.05,0.0,0.0025,599.156741
0.005,240,900,0.004,0.025,0.04,0.0,516.11906
0.003,180,900,0.003,0.025,0.04,0.0015,891.764823
0.003,200,900,0.004,0.0,0.0,0.003,494.828438
0.003,200,1000,0.003,0.025,0.02,0.0,912.760836
0.003,240,1200,0.0035,0.0,0.0,0.003,577.653934
0.004,200,900,0.003,0.0,0.025,0.002,698.459638
0.004,200,900,0.004,0.05,0.015,0.0,721.639556
0.005,200,1000,0.004,0.0,0.04,0.005,542.407737
0.004,200,1200,0.004,0.0,0.02,0.002,740.616807
0.004,180,900,0.004,0.0,0.015,0.002,1319.400213
0.003,200,900,0.004,0.05,0.02,0.0,559.160746
0.003,200,1200,0.003,0.0,0.025,0.0,522.050567
0.005,200,900,0.004,0.0,0.025,0.0025,568.551627
0.005,200,1200,0.0035,0.0,0.04,0.0,587.114118
0.004,200,900,0.0035,0.05,0.0,0.004,563.975099
0.003,240,1200,0.004,0.0,0.015,0.0,859.259301
0.003,200,1200,0.0035,0.0,0.02,0.003,1500.0
0.004,200,1200,0.0035,0.05,0.015,0.0,671.736927
0.005,240,1200,0.003,0.0,0.0,0.0,595.480911
0.004,200,900,0.0035,0.025,0.0,0.002,554.689301
0.003,240,1000,0.0035,0.0,0.015,0.003,894.003238
0.005,180,1200,0.003,0.0,0.015,0.0,743.120985
0.003,200,1200,0.004,0.05,0.025,0.0015,612.339131
0.005,240,1200,0.003,0.0,0.0,0.005,595.480911
0.004,180,900,0.004,0.05,0.02,0.0,597.975642
0.004,180,900,0.0035,0.0,0.04,0.0,596.954253
0.004,180,900,0.003,0.05,0.025,0.0,694.524088
0.004,180,900,0.003,0.05,0.04,0.004,593.335933
0.004,180,1200,0.004,0.0,0.025,0.0,886.350958
0.004,200,900,0.003,0.025,0.0,0.004,586.912959
0.004,200,1200,0.0035,0.05,0.04,0.002,574.577839
0.005,180,1000,0.003,0.025,0.015,0.005,883.244031
0.004,240,1200,0.0035,0.0,0.04,0.002,566.662967
0.003,240,1200,0.0035,0.05,0.015,0.003,670.499248
0.005,240,900,0.004,0.05,0.04,0.0025,499.774345
0.005,200,1000,0.004,0.0,0.0,0.005,541.783972
0.004,240,1200,0.003,0.05,0.015,0.0,727.919549
0.005,240,1200,0.003,0.0,0.015,0.005,703.938483
0.004,240,1200,0.0035,0.025,0.04,0.0,573.208286
0.005,200,1200,0.003,0.025,0.0,0.0025,632.803838
0.005,240,900,0.003,0.025,0.0,0.0025,578.309615
0.004,240,900,0.003,0.025,0.025,0.002,856.301693
0.004,180,1000,0.0035,0.05,0.04,0.0,655.105421
0.005,180,900,0.004,0.025,0.025,0.005,706.29818
0.003,180,1200,0.0035,0.0,0.04,0.0,683.315149
0.003,240,1000,0.0035,0.0,0.015,0.0015,894.003238
0.004,200,900,0.004,0.05,0.015,0.002,720.506261
0.003,180,1000,0.0035,0.025,0.0,0.0015,544.540078
0.004,180,1000,0.003,0.0,0.025,0.0,737.174401
0.003,180,1000,0.0035,0.0,0.04,0.0015,636.770986
0.004,240,1200,0.004,0.05,0.02,0.0,828.182918
0.005,240,1200,0.003,0.025,0.025,0.005,868.248487
0.004,200,1200,0.003,0.0,0.025,0.002,739.668502
0.003,180,1200,0.004,0.0,0.02,0.003,623.669185
0.004,240,1200,0.003,0.0,0.025,0.004,726.083681
0.005,180,900,0.004,0.05,0.015,0.0025,594.113863
0.004,180,900,0.003,0.0,0.0,0.002,522.349746
0.004,200,1000,0.0035,0.05,0.015,0.0,827.331678
0.003,240,1000,0.0035,0.05,0.025,0.003,621.725993
0.004,200,1000,0.0035,0.05,0.015,0.002,823.38655
0.005,200,900,0.004,0.0,0.025,0.005,568.188718
0.004,240,900,0.003,0.025,0.04,0.0,577.884908
0.004,240,900,0.004,0.025,0.02,0.002,1089.051229
0.003,240,1200,0.003,0.05,0.015,0.0015,752.99116
0.005,180,1000,0.003,0.025,0.025,0.0,902.886373
0.003,180,1000,0.003,0.0,0.025,0.0015,714.997453
0.005,240,900,0.004,0.0,0.02,0.0025,545.917339
0.003,180,1200,0.004,0.0,0.04,0.0,617.903329
0.004,240,900,0.003,0.05,0.02,0.0,959.805302
0.003,200,900,0.003,0.025,0.015,0.003,887.297585
0.004,200,1200,0.0035,0.05,0.02,0.002,858.573433
0.005,240,900,0.004,0.025,0.02,0.005,871.534197
0.004,180,1200,0.004,0.05,0.04,0.0,569.341829
0.003,180,1000,0.004,0.0,0.04,0.003,582.90701
0.005,240,900,0.004,0.025,0.04,0.0025,516.412729
0.005,240,1200,0.003,0.05,0.0,0.0,595.886453
0.005,180,900,0.0035,0.025,0.0,0.0,595.720134
0.005,200,1200,0.0035,0.025,0.025,0.005,820.718038
0.005,200,1000,0.003,0.05,0.025,0.0025,682.41031
0.005,180,1000,0.0035,0.025,0.0,0.0025,609.720014
0.004,200,1000,0.0035,0.025,0.0,0.0,565.242714
0.003,200,1000,0.004,0.05,0.02,0.003,570.673519
0.005,180,1200,0.004,0.0,0.04,0.005,580.237337
0.005,240,900,0.004,0.05,0.0,0.0025,499.242257
0.004,180,900,0.0035,0.0,0.015,0.002,888.806505
0.003,240,1200,0.0035,0.05,0.04,0.0015,544.295863
0.003,180,900,0.004,0.05,0.02,0.0,508.420743
0.003,240,1200,0.003,0.025,0.0,0.0,484.493143
0.005,240,1000,0.003,0.025,0.0,0.0,588.173655
0.005,200,1000,0.004,0.025,0.02,0.005,957.554521
0.004,200,900,0.0035,0.025,0.025,0.002,624.312561
0.005,240,900,0.0035,0.0,0.015,0.0,582.132439
0.005,180,900,0.0035,0.05,0.025,0.0025,626.34037
0.004,240,1000,0.004,0.0,0.04,0.002,511.237255
0.004,200,1000,0.0035,0.0,0.02,0.002,919.403879
0.003,240,1200,0.0035,0.05,0.025,0.0,666.980208
0.003,180,1200,0.0035,0.0,0.04,0.0015,683.315128
0.005,240,1000,0.003,0.0,0.015,0.005,668.623181
0.004,200,1000,0.004,0.0,0.025,0.0,645.006819
0.003,180,900,0.004,0.025,0.04,0.003,1189.630036
0.004,240,1000,0.003,0.025,0.015,0.004,884.44814
0.004,180,1200,0.004,0.025,0.04,0.004,561.136605
0.004,180,1200,0.0035,0.05,0.04,0.004,592.287597
0.005,240,900,0.0035,0.05,0.025,0.0,574.421348
0.004,200,1000,0.003,0.05,0.0,0.0,595.731839
0.004,200,1200,0.004,0.025,0.02,0.004,1282.842691
0.005,240,900,0.0035,0.0,0.0,0.0025,529.188963
0.004,180,1000,0.004,0.0,0.0,0.002,570.487593
0.003,240,1000,0.0035,0.025,0.04,0.0,561.287173
0.005,240,1200,0.004,0.025,0.04,0.0,544.335469
0.003,200,1000,0.003,0.025,0.015,0.0,577.810499
0.003,180,1000,0.0035,0.0,0.025,0.0,892.937283
0.003,200,1200,0.003,0.05,0.04,0.0015,592.78199
0.003,200,1200,0.004,0.05,0.0,0.0015,528.76912
0.004,240,1200,0.004,0.0,0.025,0.002,601.265235
0.003,180,1000,0.0035,0.0,0.025,0.003,854.620372
0.004,200,1000,0.0035,0.05,0.04,0.0,573.022473
0.004,240,1200,0.004,0.0,0.015,0.004,602.294208
0.005,200,900,0.004,0.025,0.0,0.0,555.609655
0.005,240,900,0.004,0.0,0.04,0.0025,500.049173
0.004,180,1000,0.003,0.025,0.04,0.002,545.817283
0.005,180,1000,0.003,0.025,0.02,0.0,1500.0
0.005,180,1000,0.0035,0.025,0.04,0.0025,609.344379
0.004,200,1200,0.003,0.05,0.02,0.002,1074.455581
0.005,240,1200,0.0035,0.025,0.04,0.005,571.929953
0.004,200,900,0.003,0.05,0.025,0.002,592.163955
0.005,200,1200,0.004,0.0,0.025,0.005,601.313325
0.004,180,1200,0.003,0.0,0.0,0.0,558.49116
0.005,200,1200,0.004,0.05,0.0,0.0025,551.456032
0.005,240,1200,0.004,0.0,0.02,0.005,646.293145
0.005,180,900,0.004,0.0,0.015,0.0025,594.517677
0.004,180,1200,0.004,0.05,0.02,0.002,1376.26994
0.004,180,1200,0.004,0.0,0.02,0.0,1500.0
0.005,200,1200,0.003,0.0,0.04,0.005,622.894609
0.005,200,1000,0.0035,0.025,0.04,0.0025,582.053103
0.003,200,1000,0.003,0.05,0.04,0.0,710.437422
0.003,180,900,0.004,0.025,0.015,0.0015,508.829459
0.003,180,1000,0.004,0.0,0.015,0.0015,519.23469
0.005,180,900,0.003,0.0,0.015,0.005,687.021128
0.004,200,900,0.003,0.025,0.02,0.0,956.042822
0.004,180,900,0.004,0.0,0.0,0.0,808.26449
0.003,180,900,0.0035,0.0,0.02,0.0,631.198716
0.004,240,900,0.003,0.0,0.0,0.002,570.728522
0.003,240,1000,0.003,0.05,0.0,0.0,560.462685
0.004,180,900,0.003,0.0,0.04,0.004,521.217417
0.005,200,900,0.0035,0.0,0.025,0.005,606.808364
0.005,180,1200,0.004,0.0,0.0,0.0,579.511042
0.004,200,1000,0.003,0.05,0.02,0.004,1452.588812
0.003,200,1200,0.0035,0.0,0.015,0.003,966.975764
0.004,240,1200,0.0035,0.025,0.015,0.004,851.22453
0.003,200,1000,0.003,0.025,0.02,0.003,911.522568
0.005,200,900,0.003,0.0,0.04,0.0025,585.793691
0.003,200,1200,0.003,0.0,0.04,0.003,522.050567
0.005,180,1000,0.003,0.05,0.025,0.0025,701.276725
0.005,240,1000,0.0035,0.05,0.0,0.0,541.669878
0.003,180,1000,0.0035,0.05,0.04,0.0,637.038481
0.003,200,900,0.004,0.025,0.02,0.0015,1173.186053
0.004,240,1000,0.003,0.05,0.0,0.0,581.593723
0.005,200,1200,0.0035,0.05,0.0,0.0,586.780222
0.004,240,1200,0.004,0.05,0.02,0.002,750.466977
0.004,240,900,0.004,0.0,0.0,0.002,498.87841
0.005,200,1000,0.004,0.0,0.04,0.0025,542.734453
0.005,200,900,0.0035,0.05,0.015,0.0025,615.310479
0.005,200,900,0.003,0.0,0.015,0.0,666.471451
0.003,200,1000,0.003,0.025,0.015,0.0015,577.810499
0.003,180,1000,0.004,0.0,0.015,0.0,519.23469
0.004,240,1200,0.0035,0.025,0.04,0.002,573.516858
0.004,240,1200,0.004,0.0,0.04,0.004,533.481099
0.004,200,900,0.004,0.05,0.02,0.0,1248.278983
0.005,240,1000,0.0035,0.0,0.04,0.0025,542.277705
0.003,180,1000,0.0035,0.025,0.0,0.0,544.540078
0.004,180,1000,0.003,0.0,0.0,0.002,553.882991
0.005,200,1000,0.0035,0.025,0.04,0.0,581.669802
0.005,180,1200,0.0035,0.025,0.0,0.005,627.35148
0.004,200,1000,0.003,0.025,0.025,0.0,702.961507
0.004,240,1000,0.0035,0.05,0.0,0.0,544.530447
0.004,240,1200,0.0035,0.0,0.02,0.004,898.093493
0.003,200,1000,0.003,0.0,0.025,0.003,1099.224956
0.005,240,1000,0.0035,0.0,0.02,0.0,854.511527
0.005,240,900,0.003,0.025,0.04,0.0,576.753589
0.004,240,900,0.003,0.05,0.02,0.002,877.604291
0.004,200,1200,0.004,0.025,0.025,0.0,799.328484
0.005,180,1200,0.003,0.05,0.04,0.0025,640.048491
0.005,240,900,0.003,0.0,0.0,0.0,566.457129
0.005,200,1200,0.0035,0.0,0.02,0.0025,735.735298
0.005,240,900,0.0035,0.0,0.04,0.005,529.46164
0.005,180,900,0.003,0.025,0.02,0.0,1500.0
0.004,180,1200,0.003,0.0,0.0,0.002,558.781793
0.005,200,900,0.003,0.0,0.015,0.0025,666.939652
0.005,200,1000,0.003,0.05,0.0,0.0,599.568429
0.005,240,1000,0.004,0.025,0.04,0.0025,526.168535
0.005,200,900,0.003,0.025,0.02,0.005,1188.347798
0.004,180,1000,0.004,0.0,0.015,0.004,579.065866
0.004,180,1200,0.003,0.05,0.04,0.002,623.64154
0.005,200,1000,0.0035,0.0,0.0,0.0,559.433835
0.005,240,900,0.004,0.025,0.02,0.0025,922.681324
0.005,180,1200,0.003,0.025,0.02,0.005,1348.576568
0.004,180,900,0.0035,0.05,0.025,0.0,641.444756
0.003,180,1200,0.004,0.025,0.02,0.0,1500.0
0.005,240,1200,0.004,0.0,0.04,0.005,530.609318
0.003,180,1200,0.004,0.025,0.015,0.003,817.728205
0.005,200,1200,0.004,0.0,0.0,0.0,551.456032
0.003,240,1000,0.0035,0.05,0.0,0.003,522.197046
0.003,180,900,0.003,0.0,0.0,0.0,565.673447
0.005,180,1000,0.0035,0.0,0.04,0.005,587.524765
0.005,200,900,0.0035,0.0,0.015,0.005,615.310479
0.003,240,900,0.0035,0.0,0.04,0.0015,555.871978
0.004,200,1200,0.003,0.05,0.015,0.002,741.074671
0.005,200,900,0.004,0.05,0.015,0.0,575.907093
0.005,240,1200,0.003,0.025,0.0,0.0,602.207667
0.004,200,1200,0.003,0.025,0.015,0.004,940.358231
0.004,240,1000,0.004,0.025,0.04,0.004,524.214727
0.005,200,1000,0.004,0.025,0.0,0.0,562.569251
0.004,240,1000,0.0035,0.05,0.04,0.002,544.875297
0.004,240,900,0.003,0.0,0.0,0.0,570.423436
0.005,180,900,0.003,0.025,0.02,0.0025,1284.069634
0.005,240,900,0.0035,0.05,0.02,0.0025,622.203276
